302449.5127455627,4123691.527388139,1.0644792847830293,nan
302449.53699354583,4123691.5711149652,1.0644792817287458,0
302449.5612415291,4123691.6148417913,1.0644792772122071,5.96e-07
302449.5854895124,4123691.658568617,1.0644792817287458,5.96e-07
302449.6097374957,4123691.702295443,1.0644792807106513,0
302449.6339854791,4123691.746022269,1.0644792772122071,5.96e-07
302449.65823346237,4123691.7897490948,1.0644792817287458,5.96e-07
302449.68248144566,4123691.833475921,1.0644792772122071,5.96e-07
302449.70672942896,4123691.8772027465,1.0644792817287458,5.96e-07
302449.73097741226,4123691.9209295725,1.0644792817287458,0
302449.75522539555,4123691.9646563986,1.0644792847830293,0
302449.7794733787,4123692.0083832247,1.0644792858011238,0
302449.80372136174,4123692.052110051,1.0644792772122071,0
302449.82796934503,4123692.0958368764,1.0644792807106513,5.96e-07
302449.8522173284,4123692.1395637025,1.0644792817287458,0
302449.8764653117,4123692.1832905286,1.0644792772122071,5.96e-07
302449.900713295,4123692.227017354,1.0644792817287458,5.96e-07
302449.9249612783,4123692.2707441803,1.0644792817287458,0
302449.94920926157,4123692.3144710064,1.0644792772122071,5.96e-07
302449.97345724487,4123692.358197832,1.0644792847830293,0
302449.997705228,4123692.401924658,1.0644792847830293,0
302450.0219532111,4123692.445651484,1.0644792817287458,0
302450.0462011944,4123692.4893783103,1.0644792761941126,0
302450.07044917776,4123692.533105136,1.0644792817287458,0
302450.09469716105,4123692.576831962,1.0644792817287458,0
302450.11894514435,4123692.620558788,1.0644792772122071,5.96e-07
302450.14319312765,4123692.6642856137,1.0644792817287458,5.96e-07
302450.16744111094,4123692.70801244,1.0644792817287458,0
302450.19168909424,4123692.751739266,1.0644792772122071,5.96e-07
302450.21593707753,4123692.7954660915,1.0644792847830293,0
302450.24018506065,4123692.8391929176,1.0644792858011238,0
302450.2644330437,4123692.8829197437,1.0644792807106513,5.96e-07
302450.2886810271,4123692.9266465697,1.0644792772122071,5.96e-07
302450.31292901037,4123692.9703733954,1.0644792817287458,5.96e-07
302450.33717699366,4123693.0141002215,1.0644792817287458,0
302450.36142497696,4123693.0578270475,1.0644792772122071,5.96e-07
302450.38567296026,4123693.101553873,1.0644792817287458,5.96e-07
302450.40992094355,4123693.1452806992,1.0644792817287458,0
302450.43416892685,4123693.1890075253,1.0644792847830293,0
302450.45841690997,4123693.2327343514,1.0644792802664906,0
302450.4826648931,4123693.276461177,1.0644792817287458,0
302450.5069128764,4123693.320188003,1.0644792817287458,0
302450.5311608597,4123693.363914829,1.0644792761941126,0
302450.55540884304,4123693.407641655,1.0644792817287458,0
302450.57965682633,4123693.451368481,1.0644792817287458,0
302450.6039048096,4123693.495095307,1.0644792772122071,5.96e-07
302450.6281527929,4123693.5388221326,1.0644792817287458,5.96e-07
302450.6524007762,4123693.5825489587,1.0644792858011238,0
302450.6766487593,4123693.626275785,1.0644792847830293,0
302450.7008967424,4123693.670002611,1.0644792761941126,0
302450.72514472576,4123693.7137294365,1.0644792817287458,0
302450.74939270905,4123693.7574562626,1.0644792817287458,0
302450.77364069235,4123693.8011830887,1.0644792772122071,5.96e-07
302450.79788867565,4123693.8449099143,1.0644792817287458,5.96e-07
302450.82213665894,4123693.8886367404,1.0644792817287458,0
302450.84638464224,4123693.9323635665,1.0644792772122071,5.96e-07
302450.87063262553,4123693.976090392,1.0644792847830293,0
302450.89488060866,4123694.019817218,1.0644792847830293,0
302450.9191285918,4123694.0635440443,1.0644792817287458,0
302450.9433765751,4123694.1072708704,1.0644792817287458,0
302450.96762455837,4123694.1509976964,1.0644792772122071,5.96e-07
302450.99187254166,4123694.194724522,1.0644792817287458,5.96e-07
302451.01612052496,4123694.238451348,1.0644792807106513,0
302451.0403685083,4123694.2821781742,1.0644792772122071,5.96e-07
302451.0646164916,4123694.325905,1.0644792817287458,5.96e-07
